Unnamed: 0,TWEET,STOCK,DATE,LAST_PRICE,1_DAY_RETURN,2_DAY_RETURN,3_DAY_RETURN,7_DAY_RETURN,PX_VOLUME,VOLATILITY_10D,VOLATILITY_30D,LSTM_POLARITY,TEXTBLOB_POLARITY
94381,"Oh, look. Disney finally said those 4 letters.",Disney,18/10/2018,116.18,0.0081769667756927,8.607333448089951e-05,-0.023584093647788,-0.0432948872439318,6056682.0,28.778,20.445,1.0,0.0
87743,"RT @seanmdav: One study on hypnosis cited by Ford and her co-authors specifically stated that patients who undergo hypnosis therapy are ""hi…",Ford,01/10/2018,9.32,-0.0075107296137339,-0.0075107296137339,-0.0075107296137339,0.028969957081545,44864717.0,24.013,22.415,-1.0,0.0
,Next,01/10/2018,5434.0,0.0110415899889584,0.0110415899889584,0.0110415899889584,-0.0570482149429517,458379.0,51.496,29.574,-1.0,0.0,
,CBS,28/02/2017,65.92,0.0047026699029126,0.0159283980582523,0.0159283980582523,0.0233616504854367,4249920.0,19.256,16.692,1.0,0.0,
eBay,08/09/2018,33.99,0.0,-0.0097087378640778,0.0041188584877905,0.0182406590173579,6445251.0,15.765999999999998,14.593,-1.0,-0.25,,
Yahoo,29/09/2018,3.57,0.0,0.0,0.0140056022408964,0.0059103641456582,100.0,36.095,40.004,1.0,0.1363636363636363,,
114500,"RT @SuperJuanderer: yes, i am disappointed in the short lived dad bod obsession. Next question",Next,22/10/2018,5054.0,0.0075187969924812,0.0075187969924812,0.0075187969924812,0.0550059358923624,444376.0,32.019,35.397,1.0,-0.375
95383,"RT @PrisonPlanet: Why is Walmart, a family owned company, engaging with a subculture infamously known for sexualizing animals? https://t.co…",Walmart,18/10/2018,96.17,0.0040553187064573,-0.0037433711136529,-0.0244358947696787,-0.0233960694603306,11398373.0,25.599,16.607,-1.0,-0.0499999999999999
54444,RT @vivekagnihotri: Wow. Today Gandhi’s Congress sponsored by @Nike has finally come of age. Shri Jawaharlal Nehru must be proud of @RahulG…,,,,,,,,,,,,
71321,RT @Reuters: WATCH: Northern Lights display illuminates sky over Arctic Circle https://t.co/ru9IIdmxsQ,,,,,,,,,,,,
10893,"RT @juanblanco76: The 7 Intuitive Laws of Employee Loyalty. By @Customerfanatix. Now available on @amazon 
https://t.co/G5FKF5cap2 👈 https:…",Amazon,01/07/2017,968.0,0.0,0.0081921487603305,0.0230681818181818,0.0369214876033058,3390345.0,17.035,19.114,-1.0,0.0
99882,RT @YPlusYMCA: I posted a new video to Facebook https://t.co/D2oYKwtrzl,,,,,,,,,,,,
Ryanair,21/10/2018,11.45,0.0,0.0,0.0161572052401747,0.0021834061135371,1782490.0,32.293,48.479,1.0,0.0,,
,Amazon,21/10/2018,1764.03,0.0,0.0,0.003792452509311,0.0139340033899649,5907246.0,51.688,34.372,-1.0,0.5,
58668,@Apple And it can FLY....,,,,,,,,,,,,
66926,RT @MCU_Tweets: BREAKING: @Disney is reportedly planning multiple series centered on MCU characters.  Loki &amp; Scarlet Witch are mentioned ch…,,,,,,,,,,,,
BMW,12/09/2018,81.07,-0.0043172566917478025,-0.0006167509559639,-0.0025903540150486,0.0033304551622056,1350436.0,8.21,15.470999999999998,-1.0,0.6,,
16332,Check out Final Fantasy x USA alpha build   https://t.co/amIYhDJMt6 via @eBay,,,,,,,,,,,,
75670,The power of connectivity reconnected Puerto Rico after Hurricane Maria. @Cisco responded and provided hope! 🔌🔋https://t.co/75338Ckbs6,,,,,,,,,,,,
6205,RT @Reuters: LISTEN: Trump talks to @Reuters about missing his old life and how he thought his new job would be easier.… ,,,,,,,,,,,,
39838,"""Myanmar judge sentences Reuters reporters Wa Lone and Kyaw Soe Oo to seven years in prison"" - @Reuters",Reuters,03/09/2018,49.0473,0.0,0.0,0.0,-0.0285214476637857,3566561.0,19.213,16.855,1.0,0.0
118411,"RT @AppleMusic: This is huge! 
Apple Music Presents: #LittleMixLive from London on November 13, streaming live on Apple Music. Stay tuned f…",Apple,22/10/2018,220.65,-0.0060729662361205,-0.0060729662361205,-0.0060729662361205,-0.0149104917289825,28792082.0,41.348,28.719,1.0,0.5000000000000001
12403,RT @OxAmOsxO: Check out Chaps Off The Shoulder Floral Top Size Large #Chaps #Offtheshoulder #Casual https://t.co/MLYufQIPSu via @eBay,,,,,,,,,,,,
Ford,13/09/2018,9.37,-0.003201707577374532,-0.006403415154749,0.001067235859125,0.0064034151547492,29315671.0,17.55,22.07800000000001,1.0,0.0,,
115192,"@toreyvanoot The best ones are in the Facebook Group Dogspotting, in my biased opinion",Facebook,22/10/2018,154.78,-0.0047163716242407,-0.0047163716242407,-0.0047163716242407,-0.0081405866391006,15424658.0,35.76,27.657,1.0,1.0
16163,5x7 ft Cotton Photoraphy Backdrop White Cloud Blue Sky Party Decoration Backg... https://t.co/ADuYUNBuy2 来自 @amazon,,,,,,,,,,,,
57056,"RT @antiqueman99: Check out KGV Silver Jubilee 1935, 2d, MUH  see scans   https://t.co/hKmOB8ZJJD via @eBay",eBay,12/09/2018,34.26,-0.0043782837127845,-0.0160537069468767,-0.0078809106830121,-0.0037945125510798,6035857.0,17.333,14.621,-1.0,0.0
63828,@Burberry Stop,,,,,,,,,,,,
26439,"RT @g_kohls: #ad What’s better than getting something free after purchasing your favorite gum? Simply upload your @Walmart receipt, includi…",Walmart,21/10/2018,97.15,0.0,0.0,-0.0100874935666495,-0.0240864642305713,8950724.0,25.056,16.55,-1.0,0.4666666666666666
45064,RT @sclancy79: First the @NFL forces me to choose between my favorite sport and my country. I chose country. Then @Nike forces me to choose…,,,,,,,,,,,,
HSBC,08/09/2018,655.1,0.0,0.0080903678827659,0.0228972675927339,0.0210654861853151,24892750.0,14.505999999999998,14.856,1.0,-0.01875,,
83127,"RT @w_terrence: Koo Koo Kamala Harris said Christine Ford has nothing to gain, Well why is her GoFund me almost at million dollars ?  Don’t…",Ford,01/10/2018,9.32,-0.0075107296137339,-0.0075107296137339,-0.0075107296137339,0.028969957081545,44864717.0,24.013,22.415,1.0,0.0
10737,RT @SpursOfficial: We are pleased to announce the start of a multi-year agreement with @Nike / @NikeFootball as our new kit provider f… ,,,,,,,,,,,,
,Apple,22/10/2018,220.65,-0.0060729662361205,-0.0060729662361205,-0.0060729662361205,-0.0149104917289825,28792082.0,41.348,28.719,-1.0,0.0,
,Walmart,28/04/2017,75.18,0.003458366586858,0.0033253524873636,-0.0017291832934292,-0.0031923383878692,7330420.0,6.565,9.281,-1.0,0.0,
eBay,30/09/2018,33.02,0.0,0.0,0.0096910963052695,0.0308903694730465,8467405.0,22.738000000000003,17.202,1.0,0.2,,
87331,Maniac on Netflix is so good. 10/10 recommend. i’m so sad i finished it.,,,,,,,,,,,,
19696,Check out Smooth Stone Trinket Box From Kenya With Hand Carved Animal  https://t.co/adAC2HCj6r via @eBay,,,,,,,,,,,,
,Tesco,01/10/2018,236.7,0.0130967469370512,0.0130967469370512,0.0130967469370512,0.0114068441064639,22967409.0,16.724,17.534000000000002,-1.0,0.5,
,Netflix,31/03/2017,147.81,0.0016913605304106,-0.0090656924430011,-0.0178607672011366,-0.0391719098843108,3888237.0,18.363,16.317,1.0,0.0,
49820,RT @Nike: Don’t ask if your dreams are crazy. Ask if they’re crazy enough. #justdoit https://t.co/Wd5L42egV8,,,,,,,,,,,,
80043,"RT @PeterAlexander: NEW: Neither Christine Blasey Ford, nor her lawyers have been contacted by the FBI, nearly 48 hours after Trump ordered…",Ford,01/10/2018,9.32,-0.0075107296137339,-0.0075107296137339,-0.0075107296137339,0.028969957081545,44864717.0,24.013,22.415,1.0,0.1181818181818181
Reuters,29/10/2018,50.0275,0.011449702663534931,0.0114497026635349,0.0114497026635349,0.0345669881565138,1022243.0,12.837,23.833,1.0,0.1363636363636363,,
97104,"It reminds me of that memory stuff from HP uhhh what's it called
#Supernatural",HP,19/10/2018,23.84,-0.0029362416107382,0.001258389261745,0.0050335570469799,-0.0071308724832213,11827007.0,38.342,28.077,-1.0,0.0
33904,"RT @shannoncoulter: Thank you @PayPal, @stripe, and @joyent for de-platforming hate in the wake of the Pittsburgh shooting. This story is s…",PayPal,28/10/2018,83.37,0.0,0.0,0.0310663308144415,0.0169125584742712,13969414.0,71.995,48.559,1.0,-0.8
CBS,23/09/2018,56.74,0.0,0.0,-0.0007049700387733,-0.015685583362707,6121104.0,15.473,18.182,1.0,0.0,,
51282,RT @DuckworthTDE: Kendrick for @Nike shot by Justin James. https://t.co/iaRQPJ9Wdg,,,,,,,,,,,,
eBay,29/10/2018,26.82,0.019388516032811318,0.0193885160328113,0.0193885160328113,0.0622669649515286,18291838.0,51.611,37.935,1.0,-0.1,,
98455,RT @BeingSalmanKhan: If you are a Tata Sky Subscriber and unable to watch Sony TV call on 18002086633 or email contact@tatasky.com,,,,,,,,,,,,
74372,Check out 6pc Hot Wheels Cars Set DC Comics Batman Batmobile Die-Cast Cars Toys Kids Adult  https://t.co/qpSiibiYyt via @eBay,,,,,,,,,,,,
102252,RT @ATribeCalledL: Spotify has acc introduced me to more new music than Apple Music ever did,,,,,,,,,,,,
,Facebook,21/10/2018,154.05,0.0,0.0,0.0056475170399219,-0.0020123336579032,19761347.0,35.723,27.856,1.0,0.1363636363636363,
51427,RT @georgejoseph94: SCOOP: With secret access to NYPD CCTV @IBM created software which tags people based on their skin tone + hair/clothing…,,,,,,,,,,,,
eBay,22/10/2018,28.49,0.00912600912600918,0.0091260091260091,0.0091260091260091,0.1182871182871183,17677158.0,54.408,35.477,-1.0,0.0,,
Nike,04/09/2018,79.6,0.03266331658291468,0.0326633165829146,0.0326633165829146,0.0374371859296482,18565837.0,20.517,20.153,-1.0,0.0,,
103418,"RT @ScottPresler: 77,000 people signed up for tickets to the Houston Trump/Cruz rally at the Toyota Center. 

Yes, 77,000. 
https://t.co/Ig…",Toyota,20/10/2018,6577.0,0.0,0.0097308803405808,0.0053215751862551,0.0047133951649688,5031500.0,26.551,22.994,1.0,-0.1
Google,15/09/2018,1177.98,0.0,0.0035314691251125,-0.0054160512063024,-0.0003310752304793,1208767.0,16.637,16.840999999999998,1.0,0.0,,
47074,"@Nike just made a stand against racism... @realDonaldTrump #justdoit ur move next, dang it we mean ur tweet next 😂😂… https://t.co/MBEBt4CM4I",Nike,05/09/2018,79.92,-0.004004004004004,0.0285285285285285,0.0285285285285285,0.0359109109109109,12269138.0,21.037,19.239,-1.0,-0.1041666666666666
119469,"RT @BTS_twt: RM - mono.

Soundcloud: https://t.co/lRE59fNSls
Google: https://t.co/OlW5N8xWa7
Mediafire: https://t.co/eatf17DRqR
Dropbox: ht…",Google,22/10/2018,1111.37,-0.0055697022593734,-0.0055697022593734,-0.0055697022593734,-0.0080351278152189,1355842.0,39.089,25.831,1.0,0.0
79165,"RT @TrollFootball: Go home Google, you are drunk https://t.co/g1S5TH6uN0",Google,01/10/2018,1208.53,-0.0011998047214384,-0.0011998047214384,-0.0011998047214384,-0.023971270882808,1659364.0,15.052,17.519000000000002,-1.0,-0.5
,Amazon,01/10/2018,2004.36,-0.0006785208246023,-0.0006785208246023,-0.0006785208246023,-0.0349238659721806,3468285.0,19.528,22.897,1.0,-0.3333333333333333,
21220,Check out 14K YG  &amp; SS TURQUOISE &amp; LCS DIAMOND OMEGA NECKLACE + FREE BANGLE CUFF BRACELET!  https://t.co/0tdNWufIrA via @eBay,,,,,,,,,,,,
31416,@SteveVDK_hunter @joerogan @netflix I definitely wooo'd from my couch and my wife thought I was a lunatic.,,,,,,,,,,,,
,Walmart,18/10/2018,96.17,0.0040553187064573,-0.0037433711136529,-0.0244358947696787,-0.0233960694603306,11398373.0,25.599,16.607,1.0,-0.12,
77903,"RT @jess0426cp: @Disney CPI had so much potential, they could of released many areas, have awesome parties that weren’t possible in classic…",Disney,29/09/2018,116.94,0.0,-0.0076962544894817,-0.0147939114075594,-0.0559261159569009,7366846.0,15.232,13.23,1.0,0.375
TMobile,24/10/2018,65.71,0.0543296301932736,0.0578298584690307,0.0614822705828642,0.0512859534317456,5758791.0,38.575,25.22300000000001,1.0,0.0,,
43039,RT @johnrich: Our Soundman just cut the Nike swoosh off his socks. Former marine. Get ready @Nike multiply that by the millions. https://t.…,,,,,,,,,,,,
2313,Check out Lot 4 DAVE PELZER Child Called It Lost Boy Man Named Dave Privilege Youth Abuse  https://t.co/SvBmb6lQmu via @eBay,,,,,,,,,,,,
eBay,17/09/2018,34.2,-0.002923976608187176,-0.0029239766081871,-0.0029239766081871,-0.014327485380117,6722685.0,17.965,14.271,1.0,0.0,,
9414,Check out Remington JUMBO Smart Setter for BIG CURLS and VOLUME 12 JUMBO rollers 10 Clips  https://t.co/HpHMrEL2YK via @eBay,,,,,,,,,,,,
,Amazon,18/10/2018,1770.72,0.0344549109966567,0.0278078973524893,-0.0055175295924821,-0.0290051504472757,5873995.0,51.804,34.387,1.0,0.0,
,Facebook,20/10/2018,154.05,0.0,0.0056475170399219,0.0348588120740017,-0.0020123336579032,19761347.0,35.723,27.856,1.0,0.1363636363636363,
Nike,05/09/2018,79.92,-0.004004004004004097,0.0285285285285285,0.0285285285285285,0.0359109109109109,12269138.0,21.037,19.239,1.0,-0.6,,
83525,Are you on Facebook? https://t.co/RqE8rS0f60 #KOSBBQ #Tucson,,,,,,,,,,,,
93559,"RT @sharmajitech: RT this post : Samsung Galaxy Tab S4 India Mein Hua Launch, Jaaniye Price, Specifications Aur Offers Bhi, https://t.co/W7…",Samsung,18/10/2018,44050.0,0.0022701475595913,-0.0102156640181611,-0.0056753688989784,-0.021566401816118,8347725.0,32.133,28.974,1.0,0.1
eBay,10/09/2018,33.71,0.008306140611094666,0.0083061406110946,0.0083061406110946,0.0266983091070898,7787615.0,15.989,14.757,-1.0,0.0,,
31614,Dried seafood large-sized shrimp meat 1200 gram from South China Sea Nanhai J... https://t.co/92w6A4X592 来自 @amazon,,,,,,,,,,,,
106227,I posted a new video to Facebook https://t.co/gzitd7o302,,,,,,,,,,,,
2306,RT @Audi: The power is in your hands. #AudiA3 #etron https://t.co/vOfH7TWFKH,,,,,,,,,,,,
eBay,23/10/2018,28.19,0.01064207165661572,0.0198652004256828,0.0198652004256828,0.1440227030862007,12577530.0,50.797,35.345,-1.0,0.1833333333333332,,
77026,@royceard @MATTatACA @Disney True...but linear channel video business is a declining margin loss leader...despite b… https://t.co/9ami6eYl1m,,,,,,,,,,,,
Google,25/09/2018,1193.89,-0.012002780825704341,-0.0182345107170679,-0.0182345107170679,-0.0224308772164941,1657809.0,18.397,18.381,-1.0,0.0,,
65483,@Mikepeter2657 @aliyuabdul11 @benmurraybruce @MBuhari @NGRPresident @HSBC @UdemeNG Lol 🤣🤣🤣. nigga is frustrated pdp bot,,,,,,,,,,,,
43,"RT @ColMorrisDavis: My family owned a @Ford dealership so I was not an Earnhardt fan, but as a fellow North Carolinian I give props to… ",Ford,31/01/2017,12.36,0.0008090614886731,0.0105177993527508,0.0105177993527508,0.0202265372168284,46974479.0,26.321,27.647,1.0,0.0
106652,Facebook wants to embed itself deeper into its users homes.Image: Getty Images Facebook wants to push even further… https://t.co/qYBa3Kuy4H,,,,,,,,,,,,
6415,POTUS job easy? Exclusive: Trump says he thought being president would be easier than his old life https://t.co/q3hyqdIb0M via @Reuters,,,,,,,,,,,,
115695,"RT @BTS_twt: RM - mono.

Soundcloud: https://t.co/lRE59fNSls
Google: https://t.co/OlW5N8xWa7
Mediafire: https://t.co/eatf17DRqR
Dropbox: ht…",Google,22/10/2018,1111.37,-0.0055697022593734,-0.0055697022593734,-0.0055697022593734,-0.0080351278152189,1355842.0,39.089,25.831,1.0,0.0
91966,Oreo Tins are now £2.50 at Tesco. Go go go! 🏃‍♂️ 🏃‍♂️ 🍪 https://t.co/ncymEHgV2R,,,,,,,,,,,,
5263,@WellsFargo We've featured your scholarship in a post! Check it out here: https://t.co/c8Amgq6PMZ,,,,,,,,,,,,
48353,RT @Nike: Don’t ask if your dreams are crazy. Ask if they’re crazy enough. #justdoit https://t.co/Wd5L42egV8,,,,,,,,,,,,
75856,"#fashion Liqui Sew Adhesive Kit for Permanent Bond of Fabrics, Leather, Press On Patch... https://t.co/ckwfAblxMU via @amazon",Amazon,27/09/2018,2012.98,-0.0189420659917138,-0.0190910987689892,-0.0390565231646614,-0.0341185704776004,4329391.0,28.695,22.88300000000001,1.0,0.0
eBay,18/10/2018,31.55,0.0148969889064977,0.0221870047543581,0.0098256735340728,-0.0047543581616482,8705346.0,34.121,23.542,-1.0,-0.1,,
104349,I guess Nike will change their ambassador to #Perkz :)))) https://t.co/LlQGlCyQgu,,,,,,,,,,,,
,Wells Fargo,31/08/2017,51.07,0.0056784805169375,0.0068533385549246,0.0109653416878794,0.0213432543567651,25231147.0,7.733,14.446,1.0,0.0,
18926,"@Disney thinks my best friend should be #Mulan ... do I agree? Hell, yes! https://t.co/eT6YmDkNSm",Disney,30/11/2017,104.82,0.0040068689181454,-0.0134516313680594,-0.0193665331043692,-0.0198435413089104,9948999.0,11.504,13.967,-1.0,1.0
76963,"@Nestle #nestle #yogurt #calories #obesity #sugar #diabetes #news @BBCNews @GMB Why is this called a ""real #yoghurt… https://t.co/v4fUBaGZ90",Nestle,28/09/2018,81.82,-0.0070887313615252,-0.0124663896357858,-0.0232217061843069,-0.0153996577853824,5430985.0,12.041,9.934,1.0,0.2
Netflix,02/10/2018,377.14,0.011375086174895318,-0.0079811210690989,-0.0079811210690989,-0.0204433366919445,8638717.0,25.312,38.958,1.0,-0.2,,
66543,@OliverMcGee @Boeing @TexasTech Those bent wings.  Wow.,,,,,,,,,,,,
82895,"RT @thekillakay_: “Due to operating conditions, your package may be delayed. / Delivery will be rescheduled”

Meanwhile at UPS: https://t.c…",UPS,01/10/2018,117.46,-0.0060446109313808,-0.0060446109313808,-0.0060446109313808,-0.0011067597479992,1821206.0,10.019,14.269,1.0,-0.125
109568,RT @emilyeasson: I’ll admit I’ve done some questionable things in my time but I’ve never posted a story to Facebook,,,,,,,,,,,,
75049,"@SonySquareNYC @Sony I know this is a bit late, but Ōkami seems like an appropriate name. Alpha would do for now though.",Sony,26/09/2018,6768.0,-0.0162529550827423,-0.0478723404255319,-0.0478723404255319,-0.0127068557919621,8840400.0,30.754,21.151,1.0,0.1
Reuters,28/09/2018,50.3139,0.0008764973496391129,-0.0050343940740033,0.0004372549136522,-0.0067854012509465,7988967.0,6.837999999999999,12.771,-1.0,0.0,,
91423,RT @SupercarXtra: Virgin Australia Supercars Championship standings heading into the Vodafone Gold Coast 600: https://t.co/Bzx0z5nkHZ #VASC…,,,,,,,,,,,,
98976,We apologize for the inconvenience... https://t.co/k3GF10dE7k (compatible; Yahoo! Slurp; https://t.co/TYJyJTx9Et (+… https://t.co/hNfK6q3xys,,,,,,,,,,,,
19336,@russfordyce @lisa_stiffler @amazon Thank you for your purchases! We appreciate your support. 😀,,,,,,,,,,,,
64186,Check out IKEA Kids Mala Wooden Tabletop Holder &amp; Roll Craft Art Drawing Paper Combo NEW #ikea https://t.co/uxyQJ4U9gx via @eBay,,,,,,,,,,,,
4447,"RT @TheIiquor: New season of Trailer Park Boys is on @netflix now! Have a few drinks, smoke some good dope and enjoy!",Netflix,31/03/2017,147.81,0.0016913605304106,-0.0090656924430011,-0.0178607672011366,-0.0391719098843108,3888237.0,18.363,16.317,1.0,0.1704545454545454
106035,Check out what I found on eBay :  Godox V860II-F 2.4G TTL HSS 1/8000s X System Camera Flash Speedlite F Fujifilm… https://t.co/m9NPyfTEHI,,,,,,,,,,,,
17424,RT @mvasey: #FutureDecoded @Microsoft &amp; @alphabetincUS are plunging into #ArtificialIntelligence https://t.co/LbnLs61WAi… ,,,,,,,,,,,,
65755,@Br0kenChristian @Starbucks I have! But it wasn’t early in the morning,,,,,,,,,,,,
105753,1985 Nike Promo Basketball Michael Jordan Bulls RC Rookie HOF PSA 8 NM-MT https://t.co/lxrUW2AGAy #MichaelJordan… https://t.co/UQhIXz4CRb,,,,,,,,,,,,
eBay,26/09/2018,33.58,-0.02441929720071472,0.004169148302561,0.0136986301369863,0.0190589636688505,14006968.0,22.941,17.04,-1.0,0.0,,
111372,RT @NickiPlayhouse_: This is a Ryanair flight from Barcelona to London the racist old man didn’t not want to sit next to this elderly woman…,,,,,,,,,,,,
,PayPal,21/10/2018,84.78,0.0,0.0,-0.0861052134937484,-0.0678225996697334,34211905.0,73.23899999999998,44.284,-1.0,0.0,
,CocaCola,31/03/2017,42.44,0.0037700282752121,-0.0004712535344014,-0.0002356267672007,-0.0075400565504241,11551767.0,6.943,6.9460000000000015,-1.0,0.0,
